Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL4159674,,None,381.38,0,3.98,19,Nc1cc(F)ccc1NC(=O)c1ccc(NC(=O)Cc2ccc(F)cc2)cc1,IC50,'=',2700,nM,5.57,,,UO_0000065,14.6,0.27,1.59,6.61,0,CHEMBL4133865,Inhibition of human HDAC2 using p53 (379 to 382 residues) derived fluorogenic peptide RHKKAc,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,,,2.7
CHEMBL4086442,,None,527.63,1,3.48,13b,CCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',287.1,nM,6.54,,,UO_0000065,12.4,0.23,3.06,5.26,0,CHEMBL4024066,Inhibition of full length recombinant human C-terminal FLAG/His-tagged HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,,287.1
CHEMBL4066668,,None,541.65,1,3.87,13c,CCCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',193.5,nM,6.71,,,UO_0000065,12.39,0.23,2.84,5.4,0,CHEMBL4024066,Inhibition of full length recombinant human C-terminal FLAG/His-tagged HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,,193.5
CHEMBL4086442,,None,527.63,1,3.48,13b,CCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',194,nM,6.71,,,UO_0000065,12.72,0.24,3.23,5.4,0,CHEMBL4024081,Inhibition of full length recombinant human C-terminal FLAG/His-tagged HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 90 mins followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,,194
CHEMBL4085511,,None,561.64,1,4.67,11a,COc1ccc(C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCc2ccc(C(=O)Nc3ccccc3N)cc2)cc1,IC50,'=',168.8,nM,6.77,,,UO_0000065,12.06,0.22,2.1,4.9,0,CHEMBL4024082,Inhibition of full length recombinant human C-terminal FLAG/His-tagged HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 60 mins followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,,168.8
CHEMBL4086442,,None,527.63,1,3.48,13b,CCCNNC(=O)c1ccc(CNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccc(OC)cc2)cc1,IC50,'=',366.9,nM,6.43,,,UO_0000065,12.2,0.23,2.96,5.18,0,CHEMBL4024083,Inhibition of full length recombinant human C-terminal FLAG/His-tagged HDAC2 expressed in baculovirus expression system using Boc-Lys(acetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 2 hrs by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4020839,1,Scientific Literature,J Med Chem,2018,None,,,,366.9
CHEMBL4644118,,None,517.67,2,5.06,8,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1C[C@]12CCN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,IC50,'=',5.2,nM,8.28,,,UO_0000065,16,0.3,3.22,8.27,0,CHEMBL4623362,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4622849,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,5.2
CHEMBL4646582,,None,559.76,2,6.23,17,CCC(=O)CCCCC[C@H](NC(=O)[C@@H]1CCC12CCN(CC)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,IC50,'=',9.2,nM,8.04,,,UO_0000065,14.36,0.27,1.81,8.02,0,CHEMBL4623362,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4622849,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,9.2
CHEMBL4639206,,None,608.79,2,6.42,32,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(Cc1cccnc1)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,IC50,'=',3.9,nM,8.41,,,UO_0000065,13.81,0.26,1.99,7.43,0,CHEMBL4623362,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4622849,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,,,3.9
CHEMBL4065026,,None,399.47,0,2.22,17,Cn1ccc2c(CCNS(=O)(=O)c3ccc(/C=C/C(=O)NO)cc3)cccc21,IC50,'=',0.53,nM,9.28,,,UO_0000065,23.22,0.45,7.06,9.24,0,CHEMBL4020981,Inhibition of recombinant human full length HDAC2 using Fluor-de-Lys as substrate after 60 mins by spectrofluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4020709,1,Scientific Literature,Eur J Med Chem,2017,None,,,,0.53
CHEMBL570041,,None,566.7,1,2.83,11,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)O)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4056471,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4052703,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,,,
CHEMBL3930237,,None,246.27,0,0.7,10b,C[C@@H](N)C(=O)NCc1nnc(-c2ccccc2)o1,IC50,'=',135,nM,6.87,,,UO_0000065,27.89,0.52,6.17,7.31,0,CHEMBL3861437,Inhibition of HDAC2 in human MDA-MB-231 cells assessed as inhibition of deacetylation activity using Fluor-de-Lys as substrate measured after 15 mins by fluorimetric assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MDA-MB-231,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3860079,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3307960,,,,135
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,4,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,'=',6.8,nM,8.17,,,UO_0000065,23.37,0.43,4.84,10.59,0,CHEMBL4339268,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4339181,1,Scientific Literature,J Med Chem,2019,None,,,,6.8
CHEMBL4550173,,None,248.33,0,1.26,15,CC(=O)NCCCC(=O)NCCc1ccccc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4430645,Inhibition of full length recombinant human HDAC2 expressed in baculovirus expression system using fluorogenic peptide RHKK(Ac) as substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,1
CHEMBL4452432,,None,278.35,0,1.87,41,CCOC(=O)NCC(=O)NCCCCc1ccccc1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4430645,Inhibition of full length recombinant human HDAC2 expressed in baculovirus expression system using fluorogenic peptide RHKK(Ac) as substrate by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,,,1
CHEMBL137875,,None,328.41,0,3.97,TWZ 108,O=CN(O)CCCCCCCC(=O)Nc1cccc2ccccc12,IC50,'=',5900,nM,5.23,,,UO_0000065,15.92,0.3,1.26,7.51,0,CHEMBL697297,Inhibition of Histone deacetylase 2 (HDAC2) activity of HeLa nuclear extracts,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1137945,1,Scientific Literature,Bioorg Med Chem Lett,2004,None,,,,5.9
CHEMBL3827993,,None,362.4,0,4.15,11,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)C1Cc2ccccc2CO1,IC50,'=',119,nM,6.92,,,UO_0000065,19.11,0.35,2.77,10.76,0,CHEMBL3830979,Inhibition full length human recombinant HDAC2 expressed in baculovirus coexpressed in fall armyworm Sf9 cells using carboxyfluorescein (FAM)-labeled acetylated/ trifluoroacetylated peptide as substrate after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3826926,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308860,,,,0.119
CHEMBL3827363,,None,362.4,0,4.26,12,Nc1ccc(-c2ccc(F)cc2)cc1NC(=O)C1COc2ccccc2C1,IC50,'=',156,nM,6.81,,,UO_0000065,18.78,0.34,2.55,10.58,0,CHEMBL3830979,Inhibition full length human recombinant HDAC2 expressed in baculovirus coexpressed in fall armyworm Sf9 cells using carboxyfluorescein (FAM)-labeled acetylated/ trifluoroacetylated peptide as substrate after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3826926,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308860,,,,0.156
CHEMBL2057826,,None,384.4,1,5.94,1d,[N-]=[N+]=NCc1cc(N=[N+]=[N-])cc(C(=O)Nc2cc(-c3ccccc3)ccc2N)c1,IC50,'=',10000,nM,5,,,UO_0000065,13.01,0.24,-0.94,3.28,0,CHEMBL2059970,Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2057127,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,10000
CHEMBL2057827,,None,414.43,1,5.82,1e,[N-]=[N+]=NCCOc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1N=[N+]=[N-],IC50,'=',830,nM,6.08,,,UO_0000065,14.67,0.27,0.26,3.76,0,CHEMBL2059970,Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2057127,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,830
CHEMBL2057820,,None,492.54,1,6.56,2a,[N-]=[N+]=Nc1cccc(COC(=O)NCc2ccc(C(=O)Nc3cc(-c4ccccc4)ccc3N)cc2)c1,IC50,'=',320,nM,6.5,,,UO_0000065,13.19,0.24,-0.07,4.57,0,CHEMBL2059970,Inhibition of human recombinant HDAC2 using Boc-L-Lys (Ac)-AMC as substrate preincubated with compound for 24 hrs measured after 35 mins by spectrofluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2057127,1,Scientific Literature,Bioorg Med Chem Lett,2012,None,,,,320
CHEMBL4450774,,None,453.52,1,6.6,451e,O=C(Nc1cc(-c2ccccc2)ccc1O)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4422799,Inhibition of recombinant human full-length HDAC2 expressed in baculovirus expression system using Boc-l-Lys(Ac)-AMC as substrate preincubated up to 24 hrs and measured after 60 mins by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,,,
CHEMBL2333344,,None,141.17,0,0.99,12,O=C(NO)C1=CCCCC1,IC50,'=',1050,nM,5.98,,,UO_0000065,42.35,0.82,4.99,12.12,0,CHEMBL2340968,Inhibition of HDAC2 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2331470,1,Scientific Literature,J Med Chem,2013,None,,,,1.05
CHEMBL2333341,,None,270.29,0,1.74,5,O=C(NO)c1ccc(C(=O)NCc2ccccc2)cc1,IC50,'=',381,nM,6.42,,,UO_0000065,23.75,0.44,4.68,8.18,0,CHEMBL2340968,Inhibition of HDAC2 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2331470,1,Scientific Literature,J Med Chem,2013,None,,,,0.381
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,'=',29,nM,7.54,,,UO_0000065,28.52,0.54,5.07,9.61,0,CHEMBL4364741,Inhibition of recombinant full length human HDAC2 expressed in sf9 insect cells using Ac-peptide-AMC as substrate after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4364248,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,29
CHEMBL1173445,LARGAZOLE,None,622.88,2,5.03,Largazole,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@@H](C(C)C)C(=O)O1,IC50,'=',1520,nM,5.82,,,UO_0000065,9.34,0.19,0.79,4.59,0,CHEMBL4363857,Inhibition of recombinant full length human HDAC2 expressed in baculovirus infected Sf9 cells using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4359920,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,,,1520
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4078477,,None,362.41,0,3.97,RGFP966,Nc1cc(F)ccc1NC(=O)/C=C/c1cnn(C/C=C/c2ccccc2)c1,IC50,'>',1000,nM,,,,UO_0000065,,,,,0,CHEMBL4679591,Inhibition of recombinant full length C-terminal FLAG-tagged human HDAC2 expressed in baculovirus infected Sf9 cells using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4673384,1,Scientific Literature,ACS Med Chem Lett,2021,None,TIME = 1.25 hr,,,1
CHEMBL3605500,,None,387.44,0,3.13,15c,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@@H](c3cccnc3)CO2)cc1,IC50,'=',430,nM,6.37,,,UO_0000065,16.43,0.3,3.24,6.26,0,CHEMBL3606695,Inhibition of His-tagged recombinant HDAC2 (1 to 488 residues) (unknown origin) pre-incubated for 3 hrs before substrate addition by homogeneous fluorogenic HDAC assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3603817,1,Scientific Literature,J Med Chem,2015,None,,,,0.43
CHEMBL2347010,,None,764.05,None,None,BDBM50432564,C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]2[C@@H](OC(=O)Nc2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)C1,IC50,'=',463.3,nM,6.33,,320848,UO_0000065,8.29,None,None,None,1,CHEMBL3707871,Fluorescent Activity Assay: The HDAC activity was performed using the HDAC fluorescent activity assay kit (BIOMOL,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL325676,,None,237.37,0,3.51,15,O=C(CCCCCCS)Nc1ccccc1,IC50,'=',1300,nM,5.89,,,UO_0000065,24.8,0.5,2.38,20.23,0,CHEMBL3379479,Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3352570,1,Scientific Literature,J Med Chem,2014,None,,,,1300
CHEMBL3098687,,None,432.52,0,0.95,16,O=C(CCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NCCc1ccccc1)NO,IC50,'=',956,nM,6.02,,,UO_0000065,13.92,0.27,5.07,4.41,0,CHEMBL3102465,Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3098008,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,956
CHEMBL467998,,None,303.32,0,1.75,2,O=C(CCCCNC(=O)c1cc(-c2ccccc2)on1)NO,IC50,'=',1690,nM,5.77,,,UO_0000065,19.03,0.36,4.02,5.53,0,CHEMBL976442,Inhibition of HDAC2 after 17 hrs,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1155917,1,Scientific Literature,J Med Chem,2008,None,,,,1690
CHEMBL343448,ROMIDEPSIN,4,540.71,1,1.43,FK228,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',1,nM,9,,,UO_0000065,16.64,0.34,7.57,6.31,1,CHEMBL3366352,Inhibition of HDAC2 (unknown origin) incubated for 30 mins in presence of BSA and DTT by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3352121,1,Scientific Literature,ACS Med Chem Lett,2014,None,,,,1
CHEMBL3310505,,None,540.71,1,1.43,26; FK228,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',47,nM,7.33,,,UO_0000065,13.55,0.28,5.9,5.14,1,CHEMBL4343148,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4342416,1,Scientific Literature,Eur J Med Chem,2019,None,,,,47
CHEMBL3426898,,None,377.33,0,1.05,6,O=C(NO)c1ccc(Oc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)cc1,IC50,'=',3400,nM,5.47,,,UO_0000065,14.49,0.29,4.42,3.75,0,CHEMBL5351617,Inhibition of C-terminal FLAG-tagged human full length recombinant HDAC2 (1 to 488 residues) expressed in Sf9 cells using Boc-Lys(acetyI)-AMC as substrate preincubated with enzyme for 1 hr followed by substrate addition and measured after 30 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5346971,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.5 hr,INHIBITOR,,3.4
CHEMBL3426900,,None,407.36,0,1.06,8,COc1cc(C(=O)NO)ccc1Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,IC50,'=',5300,nM,5.28,,,UO_0000065,12.95,0.26,4.22,3.41,0,CHEMBL5351617,Inhibition of C-terminal FLAG-tagged human full length recombinant HDAC2 (1 to 488 residues) expressed in Sf9 cells using Boc-Lys(acetyI)-AMC as substrate preincubated with enzyme for 1 hr followed by substrate addition and measured after 30 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5346971,1,Scientific Literature,J Med Chem,2023,None,TIME = 1.5 hr,INHIBITOR,,5.3
CHEMBL609583,R-306465,1,413.46,0,1.26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL598797,CUDC-101,1,434.5,0,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1094707,,None,413.52,0,4.23,4j,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(C3CCCCC3)nn2)c1)NO,IC50,'=',27.5,nM,7.56,,,UO_0000065,18.28,0.34,3.33,6.93,0,CHEMBL1101057,Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1154884,1,Scientific Literature,J Med Chem,2010,None,,,,27.5
CHEMBL1088734,,None,475.47,0,4.74,4d,O=C(CCCCCCC(=O)Nc1cccc(-c2cn(-c3ccc(C(F)(F)F)cc3)nn2)c1)NO,IC50,'=',28.5,nM,7.54,,,UO_0000065,15.87,0.3,2.81,6.91,0,CHEMBL1101057,Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1154884,1,Scientific Literature,J Med Chem,2010,None,,,,28.5
CHEMBL1094709,,None,407.47,0,3.72,11a,O=C(CCCCCCC(=O)Nc1cccc(-n2cc(-c3ccccc3)nn2)c1)NO,IC50,'=',25.1,nM,7.6,,,UO_0000065,18.65,0.35,3.88,6.96,0,CHEMBL1101057,Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1154884,1,Scientific Literature,J Med Chem,2010,None,,,,25.1
CHEMBL2018302,TUBASTATIN A,None,335.41,0,2.8,Tubastatin,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,'>',30000,nM,,,,UO_0000065,,,,,1,CHEMBL2432126,Inhibition of human recombinant HDAC2 using RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None,,,,30
CHEMBL5408299,,None,534.66,2,5.38,15g,Nc1ccccc1NC(=O)c1ccc(COc2ccc(CNC(=O)[C@H]3CCCN3Cc3ccccc3)cc2)cc1,IC50,'=',83,nM,7.08,,,UO_0000065,13.24,0.24,1.7,7.32,0,CHEMBL5373083,Inhibition of human recombinant HDAC2 using Ac-Leu-Gly-Lys(Ac)-AMC as substrate preincubated with enzyme for 30 mins followed by substrate addition and measured after 90 mins by fluorescence based analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5370603,1,Scientific Literature,J Med Chem,2023,None,TIME = 2.0 hr,INHIBITOR,,83
CHEMBL1097744,,None,333.35,0,4.1,14,Nc1ccc(-c2cccc([N+](=O)[O-])c2)cc1NC(=O)c1ccccc1,IC50,'=',21000,nM,4.68,,,UO_0000065,14.03,0.26,0.58,4.76,0,CHEMBL1116530,Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1158590,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,21
